J,T,sigma_s
1869959.677,398.15,36.23263018
1882137.097,398.15,36.38638497
1893790.323,398.15,36.50529246
1905040.323,398.15,36.61005194
1918306.452,398.15,36.78279732
1930725.806,398.15,36.89605244
1943870.968,398.15,37.04509068
1956854.839,398.15,37.18738707
1969475.806,398.15,37.35733072
1980443.548,398.15,37.45530046
1993266.129,398.15,37.60506291
2004556.452,398.15,37.72210895
2016532.258,398.15,37.85582942
2027580.645,398.15,37.96424274
2042177.419,398.15,38.12198249
2055161.29,398.15,38.26837378
2066370.968,398.15,38.38785587
2077741.935,398.15,38.51837365
2090322.581,398.15,38.63951556
2101935.484,398.15,38.74621284
2115927.419,398.15,38.9094029
2128830.645,398.15,39.04874672
2141129.032,398.15,39.1819421
2152903.226,398.15,39.31919352
2164637.097,398.15,39.44365487
2175887.097,398.15,39.51698787
2188387.097,398.15,39.66009464
2200887.097,398.15,39.81555942
2213024.194,398.15,39.90187548
2225766.129,398.15,40.08072192
2239395.161,398.15,40.18707299
2251733.871,398.15,40.32127541
2265927.419,398.15,40.46672627
2277862.903,398.15,40.58518104
2289959.677,398.15,40.72191045
2300846.774,398.15,40.83494745
2314717.742,398.15,40.95457278
2325806.452,398.15,41.09485898
2338830.645,398.15,41.21258922
2351088.71,398.15,41.31170565
2364354.839,398.15,41.45718912
2379516.129,398.15,41.642894
2391612.903,398.15,41.73728136
2403306.452,398.15,41.84443135
2414838.71,398.15,41.96283131
2428024.194,398.15,42.09225826
2439556.452,398.15,42.19506309
2452379.032,398.15,42.34769721
2466975.806,398.15,42.47074586
2478870.968,398.15,42.6016995
2490040.323,398.15,42.67567047
2502217.742,398.15,42.82082905
2514838.71,398.15,42.94827625
2528346.774,398.15,43.06848102
2541935.484,398.15,43.2158928
2555564.516,398.15,43.33254421
2567298.387,398.15,43.46612402
2579717.742,398.15,43.55801498
2591814.516,398.15,43.68068798
2604314.516,398.15,43.78914544
2618548.387,398.15,43.91622897
2632096.774,398.15,44.07382027
2643024.194,398.15,44.14964901
2656451.613,398.15,44.29829206
2668588.71,398.15,44.42763958
2679919.355,398.15,44.5281896
2696088.71,398.15,44.69180102
2706653.226,398.15,44.73859675
2720604.839,398.15,44.90382304
2733951.613,398.15,45.03769168
2744556.452,398.15,45.09277356
2759314.516,398.15,45.26692558
2769677.419,398.15,45.33496915
2785241.935,398.15,45.49320027
2798427.419,398.15,45.63082786
2808911.29,398.15,45.71005383
2820846.774,398.15,45.80540192
2835806.452,398.15,45.95890945
2848669.355,398.15,46.07597757
2860846.774,398.15,46.19628887
2873225.806,398.15,46.28367979
2885725.806,398.15,46.40990666
2900403.226,398.15,46.54423995
2911572.581,398.15,46.64797131
2925080.645,398.15,46.74739303
2938911.29,398.15,46.90986015
2949153.226,398.15,46.98250144
2962983.871,398.15,47.10069482
2976290.323,398.15,47.20995298
2989717.742,398.15,47.32517421
3000927.419,398.15,47.44189372
3016935.484,398.15,47.58099682
3028145.161,398.15,47.70748362
3041895.161,398.15,47.81251669
3052983.871,398.15,47.88077537
3067459.677,398.15,48.00545484
3081129.032,398.15,48.14541198
3091451.613,398.15,48.22599889
3105604.839,398.15,48.36979663
3119838.71,398.15,48.49631
3129758.065,398.15,48.57859829
3144959.677,398.15,48.72399552
3160161.29,398.15,48.86583164
3169959.677,398.15,48.91504232
3182983.871,398.15,49.02195246
3197419.355,398.15,49.171611
3209435.484,398.15,49.27559736
3222016.129,398.15,49.3713675
-2862.903226,348.15,-0.470810098
-2540.322581,348.15,-2.363723838
-2298.387097,348.15,-0.500231783
-1653.225806,348.15,-2.867876335
-1653.225806,348.15,-0.796173816
-1653.225806,348.15,-0.296997515
-1612.903226,348.15,-0.319358186
-1330.645161,348.15,-0.851682129
-1330.645161,348.15,-0.513688632
-1250,348.15,-0.346226782
-1008.064516,348.15,-9.484758164
-685.483871,348.15,-0.090622218
-524.1935484,348.15,-0.128474184
-282.2580645,348.15,-0.091759039
0,348.15,0
40.32258065,348.15,0.005030269
282.2580645,348.15,0.040048416
967.7419355,348.15,0.0969125
1250,348.15,0.131142043
1451.612903,348.15,0.169114832
1532.258065,348.15,0.146409416
2096.774194,348.15,0.231907819
3225.806452,348.15,0.295644592
4475.806452,348.15,0.39169565
6330.645161,348.15,0.534221496
8185.483871,348.15,0.66528607
9112.903226,348.15,0.714768592
14072.58065,348.15,1.067555883
15685.48387,348.15,1.154056936
18225.80645,348.15,1.300645697
20725.80645,348.15,1.436479979
23064.51613,348.15,1.553842572
26129.03226,348.15,1.714202468
29758.06452,348.15,1.902244587
33508.06452,348.15,2.089994724
36491.93548,348.15,2.219465039
41008.06452,348.15,2.441173476
46129.03226,348.15,2.68393821
49959.67742,348.15,2.853209021
57137.09677,348.15,3.191306349
61653.22581,348.15,3.377015884
66491.93548,348.15,3.571885289
69516.12903,348.15,3.668297877
75443.54839,348.15,3.918971893
82661.29032,348.15,4.205647924
89153.22581,348.15,4.471296708
94193.54839,348.15,4.642913201
102862.9032,348.15,4.997428614
106814.5161,348.15,5.11268512
111169.3548,348.15,5.240169946
120241.9355,348.15,5.591011292
127983.871,348.15,5.860570668
131975.8065,348.15,5.959619534
140040.3226,348.15,6.233227116
145887.0968,348.15,6.412307953
151733.871,348.15,6.581253449
160967.7419,348.15,6.896978443
168911.2903,348.15,7.138307728
174233.871,348.15,7.284889688
184838.7097,348.15,7.632857667
189233.871,348.15,7.731103402
198346.7742,348.15,8.015824552
204919.3548,348.15,8.197246927
211774.1935,348.15,8.373620469
222338.7097,348.15,8.686573278
228830.6452,348.15,8.864644198
238266.129,348.15,9.143259627
244274.1935,348.15,9.270534448
254556.4516,348.15,9.560215282
262096.7742,348.15,9.748980847
269596.7742,348.15,9.937795565
279637.0968,348.15,10.21258639
286733.871,348.15,10.37701822
296411.2903,348.15,10.64813843
304637.0968,348.15,10.83400425
312741.9355,348.15,11.02044731
322943.5484,348.15,11.30063292
332419.3548,348.15,11.51801561
338064.5161,348.15,11.63844017
348911.2903,348.15,11.89597569
357661.2903,348.15,12.10206421
368790.3226,348.15,12.39022323
375161.2903,348.15,12.49586404
386451.6129,348.15,12.78469641
394516.129,348.15,12.95729613
405000,348.15,13.19541771
414072.5806,348.15,13.3917698
422903.2258,348.15,13.578329
433548.3871,348.15,13.81762774
440604.8387,348.15,13.9544552
453830.6452,348.15,14.27643887
461370.9677,348.15,14.40583579
472379.0323,348.15,14.66579044
481733.871,348.15,14.85138626
490241.9355,348.15,15.02492477
500685.4839,348.15,15.24729907
511088.7097,348.15,15.45067288
519233.871,348.15,15.60927197
531653.2258,348.15,15.87547251
541330.6452,348.15,16.06596154
549032.2581,348.15,16.1879544
561370.9677,348.15,16.47377703
571572.5806,348.15,16.66694591
580322.5806,348.15,16.83982082
591653.2258,348.15,17.04750318
602258.0645,348.15,17.2808521
611975.8065,348.15,17.4399509
622137.0968,348.15,17.63646785
633588.7097,348.15,17.85340495
642862.9032,348.15,18.01352184
653709.6774,348.15,18.21184342
665483.871,348.15,18.46337593
672459.6774,348.15,18.5539386
686290.3226,348.15,18.83052781
697338.7097,348.15,19.04021105
705483.871,348.15,19.17896937
717580.6452,348.15,19.39572161
730241.9355,348.15,19.62947198
738145.1613,348.15,19.75282801
749556.4516,348.15,19.95948951
761491.9355,348.15,20.17916509
771088.7097,348.15,20.33898758
783104.8387,348.15,20.55367123
793669.3548,348.15,20.73460567
802983.871,348.15,20.868154
813790.3226,348.15,21.05870979
827137.0968,348.15,21.29045236
837822.5806,348.15,21.47979567
846733.871,348.15,21.62316368
858024.1935,348.15,21.80632937
870604.8387,348.15,22.02281134
881935.4839,348.15,22.2403316
893346.7742,348.15,22.4100976
902379.0323,348.15,22.55437254
915040.3226,348.15,22.76701016
928064.5161,348.15,22.98791118
939475.8065,348.15,23.19197907
948709.6774,348.15,23.28804062
958427.4194,348.15,23.4510132
969395.1613,348.15,23.63210379
981653.2258,348.15,23.82605522
994112.9032,348.15,24.03715982
1006330.645,348.15,24.21980236
1018951.613,348.15,24.43038466
1028185.484,348.15,24.55322273
1039435.484,348.15,24.71513861
1051250,348.15,24.90563695
1062379.032,348.15,25.0914975
1073830.645,348.15,25.26601466
1086411.29,348.15,25.46109544
1099233.871,348.15,25.67111682
1111250,348.15,25.85234142
1121370.968,348.15,25.98312468
1133709.677,348.15,26.16804317
1144395.161,348.15,26.32051406
1156330.645,348.15,26.5044063
1168346.774,348.15,26.67306379
1180564.516,348.15,26.84988515
1190685.484,348.15,27.00932664
1201088.71,348.15,27.1350807
1214032.258,348.15,27.32602711
1227500,348.15,27.54965326
1238588.71,348.15,27.68983639
1249435.484,348.15,27.85078696
1261532.258,348.15,28.02634296
1273548.387,348.15,28.18894174
1287016.129,348.15,28.42272807
1297016.129,348.15,28.5306623
1310524.194,348.15,28.74546487
1321451.613,348.15,28.88066656
1332943.548,348.15,29.03740787
1344637.097,348.15,29.1861426
1356975.806,348.15,29.37201177
1367983.871,348.15,29.50241728
1381693.548,348.15,29.71978877
1395040.323,348.15,29.8961017
1406330.645,348.15,30.04480165
1416854.839,348.15,30.16841882
1428750,348.15,30.35920985
1442459.677,348.15,30.52071644
1454193.548,348.15,30.69189981
1468145.161,348.15,30.9145291
1479919.355,348.15,31.03131515
1489596.774,348.15,31.17325658
1501169.355,348.15,31.30488293
1513709.677,348.15,31.45456633
1528024.194,348.15,31.67961468
1540766.129,348.15,31.85895713
1551290.323,348.15,31.95430147
1562903.226,348.15,32.1294826
1576209.677,348.15,32.31118645
1588669.355,348.15,32.46775956
1600967.742,348.15,32.60810959
1612862.903,348.15,32.78183822
1623104.839,348.15,32.88764904
1639798.387,348.15,33.14576045
1648669.355,348.15,33.21930626
1660806.452,348.15,33.36798482
1676250,348.15,33.57864268
1686290.323,348.15,33.70065944
1701491.935,348.15,33.90706249
1711532.258,348.15,34.03850887
1725483.871,348.15,34.19215344
1735161.29,348.15,34.30012378
1750846.774,348.15,34.53672763
1760241.935,348.15,34.63912655
1775564.516,348.15,34.8311873
1787056.452,348.15,34.96554894
1800282.258,348.15,35.13338451
1810846.774,348.15,35.25353089
1824395.161,348.15,35.42061171
1836733.871,348.15,35.56726175
1849798.387,348.15,35.71902972
1861129.032,348.15,35.84036151
1875685.484,348.15,36.04438257
1887217.742,348.15,36.15706917
1900564.516,348.15,36.3485302
1911250,348.15,36.44207161
1925766.129,348.15,36.6518118
1935967.742,348.15,36.7374981
1949193.548,348.15,36.9168144
1963024.194,348.15,37.10558656
1975362.903,348.15,37.24269491
1989475.806,348.15,37.40718546
1999233.871,348.15,37.48826843
2013870.968,348.15,37.69777285
2025000,348.15,37.79228529
2039879.032,348.15,37.97512254
2050403.226,348.15,38.0880492
2065362.903,348.15,38.2821632
2075927.419,348.15,38.37197812
2091370.968,348.15,38.58350383
2100322.581,348.15,38.63923517
2116209.677,348.15,38.84750002
2127298.387,348.15,38.97743636
2142620.968,348.15,39.14936433
2153104.839,348.15,39.25981883
2168790.323,348.15,39.46408103
2180483.871,348.15,39.5783961
2192056.452,348.15,39.69855605
2205282.258,348.15,39.88297264
2217822.581,348.15,39.99224689
2232903.226,348.15,40.19621533
2242983.871,348.15,40.27966922
2256290.323,348.15,40.42261104
2271048.387,348.15,40.60563225
2282016.129,348.15,40.68612081
2296653.226,348.15,40.86701291
2307540.323,348.15,40.98711497
2321572.581,348.15,41.15152136
2333145.161,348.15,41.28438439
2349274.194,348.15,41.42941357
2358830.645,348.15,41.53690844
2373911.29,348.15,41.70422596
2385887.097,348.15,41.85678521
2397379.032,348.15,41.96505769
2412661.29,348.15,42.14866777
2424758.065,348.15,42.26061607
2438750,348.15,42.43046988
2448508.065,348.15,42.48400198
2464475.806,348.15,42.70805668
2475403.226,348.15,42.81066919
2492016.129,348.15,42.98250424
2502862.903,348.15,43.09454728
2516572.581,348.15,43.22331688
2528064.516,348.15,43.34864135
2541774.194,348.15,43.50602002
2555604.839,348.15,43.65896305
2567983.871,348.15,43.81166497
2579233.871,348.15,43.89512511
2595241.935,348.15,44.07641171
2609112.903,348.15,44.22477912
2620524.194,348.15,44.3004601
2633266.129,348.15,44.45542091
2647782.258,348.15,44.60715714
2659395.161,348.15,44.710344
2672903.226,348.15,44.85884916
2687701.613,348.15,45.02570869
2700564.516,348.15,45.16825465
2712096.774,348.15,45.27272007
2724798.387,348.15,45.39953441
2740080.645,348.15,45.56327802
2752580.645,348.15,45.67809099
2765322.581,348.15,45.81318792
2777822.581,348.15,45.92555297
2793145.161,348.15,46.09983988
2805806.452,348.15,46.2154082
2820403.226,348.15,46.37951345
2830806.452,348.15,46.44893503
2844354.839,348.15,46.57022084
2858588.71,348.15,46.74203825
2871733.871,348.15,46.86172319
2884112.903,348.15,46.98358538
2895806.452,348.15,47.12285939
2912540.323,348.15,47.30486362
2925685.484,348.15,47.41339115
2938790.323,348.15,47.54999744
2949475.806,348.15,47.62656081
2963830.645,348.15,47.77043714
2977862.903,348.15,47.91469327
2992137.097,348.15,48.03461967
3005725.806,348.15,48.21701319
3016572.581,348.15,48.27874673
3030000,348.15,48.41597559
3044677.419,348.15,48.56832975
3057540.323,348.15,48.69553239
3071169.355,348.15,48.83933741
3084717.742,348.15,48.92237547
3098306.452,348.15,49.07080943
3112943.548,348.15,49.22942014
3123830.645,348.15,49.33219947
3138669.355,348.15,49.41371104
3151250,348.15,49.56926389
3162862.903,348.15,49.69194725
3178911.29,348.15,49.84892707
3191693.548,348.15,49.96285851
3204516.129,348.15,50.08799391
3217056.452,348.15,50.19731763
3230322.581,348.15,50.30049281
3243427.419,348.15,50.43675474
3259354.839,348.15,50.61553472
-2056.451613,323.15,-0.503714171
-1733.870968,323.15,-1.59291982
-1572.580645,323.15,-0.239560488
-1532.258065,323.15,-0.595646278
-1330.645161,323.15,-2.15883104
-1330.645161,323.15,-0.188680486
-1048.387097,323.15,-0.188888574
-846.7741935,323.15,-0.401269643
-846.7741935,323.15,-0.105317064
-806.4516129,323.15,-0.509050844
-766.1290323,323.15,-0.150569319
-645.1612903,323.15,-0.075139495
-524.1935484,323.15,-0.170961653
-362.9032258,323.15,-0.036174197
-322.5806452,323.15,-0.089703152
-282.2580645,323.15,-0.04642342
0,323.15,0
40.32258065,323.15,0.004465408
443.5483871,323.15,0.058516578
927.4193548,323.15,10.81664351
1048.387097,323.15,0.110290291
1411.290323,323.15,0.134413666
1895.16129,323.15,0.172766916
3306.451613,323.15,0.278061666
4838.709677,323.15,0.422570978
8185.483871,323.15,0.662164608
8185.483871,323.15,0.638607579
10483.87097,323.15,0.764405699
11491.93548,323.15,0.86818219
16250,323.15,1.150080567
17137.09677,323.15,1.179169159
21491.93548,323.15,1.434519464
22741.93548,323.15,1.477552585
28185.48387,323.15,1.784106017
28306.45161,323.15,1.750330034
34395.16129,323.15,2.077961347
39112.90323,323.15,2.311222583
42016.12903,323.15,2.428085372
47620.96774,323.15,2.696139286
49435.48387,323.15,2.743345883
56290.32258,323.15,3.060217797
61411.29032,323.15,3.274433084
67258.06452,323.15,3.522259652
70846.77419,323.15,3.637245229
76330.64516,323.15,3.854576259
83709.67742,323.15,4.160823706
86895.16129,323.15,4.249226513
95846.77419,323.15,4.617089502
99516.12903,323.15,4.713700154
108709.6774,323.15,5.078579779
112500,323.15,5.177540228
119798.3871,323.15,5.43145231
126935.4839,323.15,5.67577849
133387.0968,323.15,5.888376584
139274.1935,323.15,6.06780984
147983.871,323.15,6.368590619
153467.7419,323.15,6.516405531
161209.6774,323.15,6.771578081
167661.2903,323.15,6.954879286
176935.4839,323.15,7.253118157
184072.5806,323.15,7.457644577
189112.9032,323.15,7.585455316
200403.2258,323.15,7.936188067
207701.6129,323.15,8.146509985
213266.129,323.15,8.278894401
222580.6452,323.15,8.547772647
232137.0968,323.15,8.829551022
238104.8387,323.15,8.97044581
248669.3548,323.15,9.272377654
255967.7419,323.15,9.468977033
263508.0645,323.15,9.652969489
272137.0968,323.15,9.876602304
279798.3871,323.15,10.06629477
290201.6129,323.15,10.34194103
298467.7419,323.15,10.55165819
307822.5806,323.15,10.77896469
316330.6452,323.15,10.99694201
324435.4839,323.15,11.182396
334032.2581,323.15,11.4283589
345000,323.15,11.69916197
353548.3871,323.15,11.90042179
360282.2581,323.15,12.0298562
370887.0968,323.15,12.30791344
380080.6452,323.15,12.50945971
392540.3226,323.15,12.81891336
399717.7419,323.15,12.96019531
409072.5806,323.15,13.16729065
418467.7419,323.15,13.37868176
428991.9355,323.15,13.61630713
440645.1613,323.15,13.89851361
448225.8065,323.15,14.04112545
458508.0645,323.15,14.27152558
469274.1935,323.15,14.51672261
479717.7419,323.15,14.74624049
485927.4194,323.15,14.83213989
496612.9032,323.15,15.07958681
506370.9677,323.15,15.27050949
516733.871,323.15,15.49373365
527903.2258,323.15,15.72075312
540161.2903,323.15,15.98934143
549637.0968,323.15,16.19631793
560524.1935,323.15,16.43145458
569233.871,323.15,16.57619821
578991.9355,323.15,16.77279718
588709.6774,323.15,16.9369106
601814.5161,323.15,17.23048916
612620.9677,323.15,17.4375553
622217.7419,323.15,17.62178073
633387.0968,323.15,17.85171966
644758.0645,323.15,18.05980988
654637.0968,323.15,18.26529116
664758.0645,323.15,18.44518183
674516.129,323.15,18.62845009
685725.8065,323.15,18.82942282
698870.9677,323.15,19.10522469
707500,323.15,19.24349122
718387.0968,323.15,19.45339355
732177.4194,323.15,19.70085128
739475.8065,323.15,19.81408484
752822.5806,323.15,20.07903117
763427.4194,323.15,20.27695632
774193.5484,323.15,20.477528
786169.3548,323.15,20.68887096
796370.9677,323.15,20.86228084
808911.2903,323.15,21.08887553
819233.871,323.15,21.27639382
832741.9355,323.15,21.53425504
840967.7419,323.15,21.64192716
853629.0323,323.15,21.87630371
865322.5806,323.15,22.07825146
874032.2581,323.15,22.20215748
887137.0968,323.15,22.44137121
898870.9677,323.15,22.64384821
911048.3871,323.15,22.85470389
919838.7097,323.15,22.97749589
933629.0323,323.15,23.23483837
942862.9032,323.15,23.37191657
956895.1613,323.15,23.60269878
967943.5484,323.15,23.80891301
977701.6129,323.15,23.93163776
991572.5806,323.15,24.17405554
1002379.032,323.15,24.35973083
1014072.581,323.15,24.53139788
1025887.097,323.15,24.7413773
1037903.226,323.15,24.92140366
1050322.581,323.15,25.14443029
1060000,323.15,25.29418373
1073346.774,323.15,25.50175964
1085201.613,323.15,25.70118129
1097338.71,323.15,25.85964905
1108588.71,323.15,26.05424968
1119274.194,323.15,26.21112808
1131733.871,323.15,26.39873635
1144919.355,323.15,26.61547
1154516.129,323.15,26.76433012
1168991.935,323.15,27.00229653
1178064.516,323.15,27.11949115
1192096.774,323.15,27.34177029
1204435.484,323.15,27.52971481
1214314.516,323.15,27.67125346
1228387.097,323.15,27.8724906
1238830.645,323.15,28.0235703
1253024.194,323.15,28.28703942
1263991.935,323.15,28.41089843
1277056.452,323.15,28.61172614
1287741.935,323.15,28.7692663
1301935.484,323.15,28.99694986
1312862.903,323.15,29.14494746
1323508.065,323.15,29.29476079
1337580.645,323.15,29.50173024
1350241.935,323.15,29.68901782
1360967.742,323.15,29.84414643
1372338.71,323.15,29.98643685
1386048.387,323.15,30.20932734
1400564.516,323.15,30.39854767
1411814.516,323.15,30.58772223
1422782.258,323.15,30.73151392
1435403.226,323.15,30.91833163
1448064.516,323.15,31.08896474
1459072.581,323.15,31.23349092
1471572.581,323.15,31.41600187
1486451.613,323.15,31.65941646
1497177.419,323.15,31.76675669
1509838.71,323.15,31.93751489
1523306.452,323.15,32.13930374
1533145.161,323.15,32.25620621
1548064.516,323.15,32.48410897
1557258.065,323.15,32.59124874
1573508.065,323.15,32.84785018
1584435.484,323.15,32.96521463
1597822.581,323.15,33.14014597
1608427.419,323.15,33.28483148
1622822.581,323.15,33.46088013
1633669.355,323.15,33.62839327
1648225.806,323.15,33.83753857
1658467.742,323.15,33.95917152
1673346.774,323.15,34.17159643
1685725.806,323.15,34.32168904
1698750,323.15,34.5037235
1712217.742,323.15,34.67990563
1723266.129,323.15,34.80857372
1737419.355,323.15,35.01663046
1747338.71,323.15,35.11095536
1761370.968,323.15,35.30631964
1774919.355,323.15,35.49379745
1787500,323.15,35.65804582
1798588.71,323.15,35.79150628
1812217.742,323.15,35.98382463
1826290.323,323.15,36.16555025
1838548.387,323.15,36.3072305
1849395.161,323.15,36.44301541
1862903.226,323.15,36.60229608
1876975.806,323.15,36.77038442
1889677.419,323.15,36.95807623
1901854.839,323.15,37.08846027
1916491.935,323.15,37.29687878
1927419.355,323.15,37.40984281
1940725.806,323.15,37.60514404
1953709.677,323.15,37.73946344
1966653.226,323.15,37.9042854
1980040.323,323.15,38.09164066
1991814.516,323.15,38.22644719
2005564.516,323.15,38.39149539
2018629.032,323.15,38.57929893
2030887.097,323.15,38.70958093
2044435.484,323.15,38.9053786
2057338.71,323.15,39.03031674
2069475.806,323.15,39.18875619
2082620.968,323.15,39.34505803
2096330.645,323.15,39.51138515
2110483.871,323.15,39.67492425
2122056.452,323.15,39.8215421
2136290.323,323.15,40.00755841
2145806.452,323.15,40.08867434
2160725.806,323.15,40.28174825
2174475.806,323.15,40.41291021
2188104.839,323.15,40.60268508
2198830.645,323.15,40.73897479
2214153.226,323.15,40.92149312
2226451.613,323.15,41.0467154
2238548.387,323.15,41.17665447
2253225.806,323.15,41.39646672
2265080.645,323.15,41.50851012
2280887.097,323.15,41.7052585
2291935.484,323.15,41.81331003
2304596.774,323.15,41.98726891
2319314.516,323.15,42.14187535
2330201.613,323.15,42.24685084
2344838.71,323.15,42.4230827
2357620.968,323.15,42.57545103
2370645.161,323.15,42.74553902
2384798.387,323.15,42.92331734
2396814.516,323.15,43.00287991
2410483.871,323.15,43.16436112
2424153.226,323.15,43.33296259
2435806.452,323.15,43.45525385
2450725.806,323.15,43.64836246
2463548.387,323.15,43.79374289
2476250,323.15,43.91302696
2491854.839,323.15,44.12119707
2503266.129,323.15,44.24740814
2517822.581,323.15,44.40273776
2529677.419,323.15,44.51236187
2542903.226,323.15,44.66782816
2558185.484,323.15,44.87028826
2569556.452,323.15,44.97128271
2583024.194,323.15,45.14044936
2599193.548,323.15,45.30310387
2609556.452,323.15,45.39740308
2624153.226,323.15,45.55788878
2635564.516,323.15,45.69665728
2652217.742,323.15,45.88092358
2663548.387,323.15,46.00306309
2675806.452,323.15,46.12351302
2690524.194,323.15,46.28475916
2701975.806,323.15,46.39971203
2718508.065,323.15,46.58492226
2729758.065,323.15,46.72098347
2742943.548,323.15,46.83579224
2755967.742,323.15,46.99050183
2772258.065,323.15,47.19950458
2783185.484,323.15,47.30104209
2799112.903,323.15,47.47367498
2809354.839,323.15,47.57224084
2824233.871,323.15,47.72735014
2838266.129,323.15,47.8899746
2850645.161,323.15,47.99476023
2863709.677,323.15,48.10914835
2879637.097,323.15,48.33974378
2890846.774,323.15,48.42641817
2903669.355,323.15,48.5774147
2919516.129,323.15,48.72225043
2931088.71,323.15,48.82188016
2945685.484,323.15,48.98512657
2960080.645,323.15,49.14444889
2972782.258,323.15,49.30094446
2984959.677,323.15,49.41718329
2998467.742,323.15,49.55204129
3013467.742,323.15,49.71301233
3027338.71,323.15,49.85785376
3041733.871,323.15,50.02246251
3052016.129,323.15,50.09507274
3066411.29,323.15,50.2554914
3081330.645,323.15,50.38949362
3094153.226,323.15,50.55420504
3107862.903,323.15,50.68532191
3120604.839,323.15,50.82480298
3135000,323.15,50.93319366
3150000,323.15,51.08908036
3163588.71,323.15,51.25777071
3174032.258,323.15,51.32629629
3189596.774,323.15,51.51164929
3205564.516,323.15,51.65646619
3216411.29,323.15,51.73208811
3231854.839,323.15,51.92396459
3245080.645,323.15,52.00919937
3258225.806,323.15,52.18950233
3271814.516,323.15,52.30646325
3284677.419,323.15,52.42460822
3300282.258,323.15,52.58501785
3313225.806,323.15,52.70863797
